ItemName,Brand,BrandHash,ProductName,CompanyURL,ItemHash,MPN,UPC,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,Cat_0,Cat_1,Cat_2,ProductHash,Price,Cost,ListPrice,dt,ImageURL,Availability,OnSale,Inventory,Conversion_PCT,UnitsSold,Revenue,feature_8
Redmi 8A Dual (Midnight Grey  64 GB),Redmi,657854627,Redmi 8A Dual ,https://www.flipkart.com,-1089384652,-1089384652,-1089384652,3 GB RAM | 64 GB ROM,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 439  Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,Home,Mobiles & Accessories,Mobiles,-1846000361,9876,9283,9999,29072020,https://www.flipkart.com\/redmi-8a-dual-midnight-grey-64-gb/p/itmf5568beb3c3a5?pid=MOBFSWAGSEZK2KUA&lid=LSTMOBFSWAGSEZK2KUAGGS6ZF&marketplace=FLIPKART&srno=b_1_4&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFSWAGSEZK2KUA.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,29,0.34662863987288817,17,696667,
Redmi 8A Dual (Sea Blue  64 GB),Redmi,657854627,Redmi 8A Dual ,https://www.flipkart.com,949068578,949068578,949068578,3 GB RAM | 64 GB ROM,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 439  Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,Home,Mobiles & Accessories,Mobiles,-1846000361,9869,8882,9999,29072020,https://www.flipkart.com\/redmi-8a-dual-sea-blue-64-gb/p/itmf5568beb3c3a5?pid=MOBFSWAEMHSGYYZC&lid=LSTMOBFSWAEMHSGYYZCV9TX7P&marketplace=FLIPKART&srno=b_1_5&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFSWAEMHSGYYZC.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,39,0.9573435171648286,38,110444,
Redmi 8A Dual (Sky White  32 GB),Redmi,657854627,Redmi 8A Dual ,https://www.flipkart.com,-878044803,-878044803,-878044803,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Dual Front Camera,5000 mAh Battery,Snapdragon 439 octa core processor Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,Home,Mobiles & Accessories,Mobiles,-1846000361,8324,7159,0,29072020,https://www.flipkart.com\/redmi-8a-dual-sky-white-32-gb/p/itmf5568beb3c3a5?pid=MOBFP7YMYFDPZVZJ&lid=LSTMOBFP7YMYFDPZVZJNTX7YZ&marketplace=FLIPKART&srno=b_1_6&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFP7YMYFDPZVZJ.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,19,0.8477745193065347,10,598919,
Redmi Note 8 (Neptune Blue  64 GB),Redmi,657854627,Redmi Note 8 ,https://www.flipkart.com,639592168,639592168,639592168,4 GB RAM | 64 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP | 13MP Front Camera,4000 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,Home,Mobiles & Accessories,Mobiles,146564581,13999,11619,0,29072020,https://www.flipkart.com\/redmi-note-8-neptune-blue-64-gb/p/itm16c6c50702ff1?pid=MOBFHFFSG69TGSXQ&lid=LSTMOBFHFFSG69TGSXQOEE0LT&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFHFFSG69TGSXQ.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,21,0.20885901358824466,45,457748,
Redmi Note 7 Pro (Space Black  128 GB),Redmi,657854627,Redmi Note 7 Pro ,https://www.flipkart.com,-2144227159,-2144227159,-2144227159,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 675 Processor,Splash Proof - Protected by P2i,Quick Charge 4.0 Support,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,199496422,17999,16559,0,29072020,https://www.flipkart.com\/redmi-note-7-pro-space-black-128-gb/p/itmfdxz6j7sdhf4c?pid=MOBFDXZ3TFDKZYHU&lid=LSTMOBFDXZ3TFDKZYHUR90D7C&marketplace=FLIPKART&srno=b_1_8&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFDXZ3TFDKZYHU.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,18,0.6673497222265725,20,169683,
Redmi K20 Pro (Flame Red  128 GB),Redmi,657854627,Redmi K20 Pro ,https://www.flipkart.com,-1539366618,-1539366618,-1539366618,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,188911829,24999,23749,28999,29072020,https://www.flipkart.com\/redmi-k20-pro-flame-red-128-gb/p/itmfg7uysw6gs55a?pid=MOBFG7UYFKHFKBNB&lid=LSTMOBFG7UYFKHFKBNBIBDWWE&marketplace=FLIPKART&srno=b_1_9&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFG7UYFKHFKBNB.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,23,0.6128695827028736,41,632228,
Redmi K20 Pro (Glacier Blue  128 GB),Redmi,657854627,Redmi K20 Pro ,https://www.flipkart.com,-357419067,-357419067,-357419067,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,188911829,24999,22249,28999,29072020,https://www.flipkart.com\/redmi-k20-pro-glacier-blue-128-gb/p/itmfgfjthe3dyjp3?pid=MOBFG7UYZ7DCKWSR&lid=LSTMOBFG7UYZ7DCKWSRHOQYRI&marketplace=FLIPKART&srno=b_1_10&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFG7UYZ7DCKWSR.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,21,0.6540420191257059,28,430237,
Redmi K20 Pro (Carbon Black  128 GB),Redmi,657854627,Redmi K20 Pro ,https://www.flipkart.com,-1563347869,-1563347869,-1563347869,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,188911829,24999,20499,28999,29072020,https://www.flipkart.com\/redmi-k20-pro-carbon-black-128-gb/p/itmfgfjtdjkzgyyr?pid=MOBFG7UYMCBRSQZ8&lid=LSTMOBFG7UYMCBRSQZ8VPP2VS&marketplace=FLIPKART&srno=b_1_11&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFG7UYMCBRSQZ8.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,21,0.27263312675815143,33,110897,
Redmi K20 Pro (Pearl White  128 GB),Redmi,657854627,Redmi K20 Pro ,https://www.flipkart.com,2041754189,2041754189,2041754189,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,188911829,24999,21249,28999,29072020,https://www.flipkart.com\/redmi-k20-pro-pearl-white-128-gb/p/itm83312f3173890?pid=MOBFJV2BKJU7EMFW&lid=LSTMOBFJV2BKJU7EMFWKRGTIH&marketplace=FLIPKART&srno=b_1_12&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFJV2BKJU7EMFW.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,44,0.3982309485459027,40,277171,
Redmi K20 Pro (Carbon Black  256 GB),Redmi,657854627,Redmi K20 Pro ,https://www.flipkart.com,-159237919,-159237919,-159237919,8 GB RAM | 256 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,188911829,29999,25199,31999,29072020,https://www.flipkart.com\/redmi-k20-pro-carbon-black-256-gb/p/itmfgfjtrnmbbyqx?pid=MOBFG7UYUPCPYZMV&lid=LSTMOBFG7UYUPCPYZMVQFWREI&marketplace=FLIPKART&srno=b_1_13&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFG7UYUPCPYZMV.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,46,0.7616711160121484,12,861928,
Mi A3 (More Than White  128 GB),Mi,1964212981,Mi A3 ,https://www.flipkart.com,-2146218419,-2146218419,-2146218419,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.44 cm (6.08 inch) HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4030 mAh Battery,Qualcomm Snapdragon 665 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,-1521879852,17468,16071,0,29072020,https://www.flipkart.com\/mi-a3-more-than-white-128-gb/p/itm2078a43b894ef?pid=MOBFJM4ZUSWWPXPN&lid=LSTMOBFJM4ZUSWWPXPNTTECDF&marketplace=FLIPKART&srno=b_1_14&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFJM4ZUSWWPXPN.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,12,0.5845439781441354,25,168531,
Redmi K20 (Carbon Black  64 GB),Redmi,657854627,Redmi K20 ,https://www.flipkart.com,-2031476994,-2031476994,-2031476994,6 GB RAM | 64 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 730 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1838365929,21999,18479,22999,29072020,https://www.flipkart.com\/redmi-k20-carbon-black-64-gb/p/itmfgfjtkpnd64gb?pid=MOBFG7UYRCCTB7BA&lid=LSTMOBFG7UYRCCTB7BAYTKRNO&marketplace=FLIPKART&srno=b_1_15&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFG7UYRCCTB7BA.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,33,0.39258171605684167,47,800758,
Redmi Note 6 Pro (Rose Gold  64 GB),Redmi,657854627,Redmi Note 6 Pro ,https://www.flipkart.com,-1216805510,-1216805510,-1216805510,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 20MP + 2MP Dual Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 636 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1115790499,15990,15190,0,29072020,https://www.flipkart.com\/redmi-note-6-pro-rose-gold-64-gb/p/itmfayzxpt5vg2pw?pid=MOBFAJB4G4WJWGC3&lid=LSTMOBFAJB4G4WJWGC3ZPN7WA&marketplace=FLIPKART&srno=b_1_16&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFAJB4G4WJWGC3.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,17,0.12257277897971253,19,211120,
Mi 10 (Twilight Grey  128 GB),Mi,1964212981,Mi 10 ,https://www.flipkart.com,233173812,233173812,233173812,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera | 20MP Front Camera,4780 mAh Battery,Qualcomm Spectra 480 ISP Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,Home,Mobiles & Accessories,Mobiles,-2060219476,49990,40492,0,29072020,https://www.flipkart.com\/mi-10-twilight-grey-128-gb/p/itm63f68fab40d26?pid=MOBFRXQ6ZDANU6FH&lid=LSTMOBFRXQ6ZDANU6FHOWXT9F&marketplace=FLIPKART&srno=b_1_17&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFRXQ6ZDANU6FH.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,15,0.8595471867116583,30,685465,
Mi A3 (Kind of Grey  128 GB),Mi,1964212981,Mi A3 ,https://www.flipkart.com,-776107621,-776107621,-776107621,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.44 cm (6.08 inch) HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4030 mAh Battery,Qualcomm Snapdragon 665 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,-1521879852,17471,15549,17499,29072020,https://www.flipkart.com\/mi-a3-kind-grey-128-gb/p/itm1389be24ba505?pid=MOBFJM4UFYDUVCFU&lid=LSTMOBFJM4UFYDUVCFUJYCWVW&marketplace=FLIPKART&srno=b_1_18&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFJM4UFYDUVCFU.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,28,0.4411349900715291,17,603587,
Mi 10 (Coral Green  256 GB),Mi,1964212981,Mi 10 ,https://www.flipkart.com,-1604883805,-1604883805,-1604883805,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera | 20MP Front Camera,4780 mAh Battery,Qualcomm Spectra 480 ISP Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,Home,Mobiles & Accessories,Mobiles,-2060219476,50495,42921,54890,29072020,https://www.flipkart.com\/mi-10-coral-green-256-gb/p/itm63f68fab40d26?pid=MOBFRXYADQEXBCKB&lid=LSTMOBFRXYADQEXBCKBTEYTBT&marketplace=FLIPKART&srno=b_1_19&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFRXYADQEXBCKB.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,14,0.9241756750939657,48,894750,
Redmi Note 5 Pro (Red  64 GB),Redmi,657854627,Redmi Note 5 Pro ,https://www.flipkart.com,1353491392,1353491392,1353491392,6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP + 5MP | 20MP Front Camera,4000 mAh Li Polymer Battery,Qualcomm Snapdragon 636 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,511281090,16999,15809,0,29072020,https://www.flipkart.com\/redmi-note-5-pro-red-64-gb/p/itmf9jqu9gkzjtpc?pid=MOBF9JQUXSHWPFHC&lid=LSTMOBF9JQUXSHWPFHCHNJOJF&marketplace=FLIPKART&srno=b_1_20&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBF9JQUXSHWPFHC.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,31,0.41964483302807487,40,536906,
Redmi Note 6 Pro (Red  64 GB),Redmi,657854627,Redmi Note 6 Pro ,https://www.flipkart.com,1041715797,1041715797,1041715797,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 20MP + 2MP Dual Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 636 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1115790499,14990,13791,0,29072020,https://www.flipkart.com\/redmi-note-6-pro-red-64-gb/p/itmfb2fbgfzgf5cs?pid=MOBFAJB4DZJRGMGV&lid=LSTMOBFAJB4DZJRGMGV2XI12L&marketplace=FLIPKART&srno=b_1_21&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFAJB4DZJRGMGV.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,11,0.8583937962015317,17,990358,
Redmi K20 (Flame Red  128 GB),Redmi,657854627,Redmi K20 ,https://www.flipkart.com,-458403261,-458403261,-458403261,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 730 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1838365929,24999,23499,16000,29072020,https://www.flipkart.com\/redmi-k20-flame-red-128-gb/p/itmfggkt9gaddvgc?pid=MOBFG7UY9ZXPSQGY&lid=LSTMOBFG7UY9ZXPSQGYRO6TTV&marketplace=FLIPKART&srno=b_1_22&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFG7UY9ZXPSQGY.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,20,0.09204103929596019,43,510061,
Redmi K20 (Glacier Blue  128 GB),Redmi,657854627,Redmi K20 ,https://www.flipkart.com,2136088020,2136088020,2136088020,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 730 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1838365929,24999,22249,16000,29072020,https://www.flipkart.com\/redmi-k20-glacier-blue-128-gb/p/itmfggktx8gy4bcq?pid=MOBFG7UYQAZ4JBTS&lid=LSTMOBFG7UYQAZ4JBTSQ6MH5X&marketplace=FLIPKART&srno=b_1_23&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBFG7UYQAZ4JBTS.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,41,0.7202899001045198,15,649693,
Redmi Note 5 Pro (Gold  64 GB),Redmi,657854627,Redmi Note 5 Pro ,https://www.flipkart.com,1421379028,1421379028,1421379028,6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP + 5MP | 20MP Front Camera,4000 mAh Li Polymer Battery,Qualcomm Snapdragon 636 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,511281090,13999,12179,16999,29072020,https://www.flipkart.com\/redmi-note-5-pro-gold-64-gb/p/itmf2fc3bknfqpkj?pid=MOBF28FTVG9GMYQM&lid=LSTMOBF28FTVG9GMYQMGNLVLZ&marketplace=FLIPKART&srno=b_1_24&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=93ee6f7e-4886-4182-ad3f-4fd4ff8f4067.MOBF28FTVG9GMYQM.SEARCH&ssid=iddpdflrww0000001596019787058,1,1,30,0.42419034330234573,26,127821,
Asus Zenfone 4 Selfie (Black  32 GB),Asus,-264282879,Asus Zenfone 4 Selfie ,https://www.flipkart.com,1877354415,1877354415,1877354415,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Battery,Octa Core Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,679151625,10990,10440,0,29072020,https://www.flipkart.com\/asus-zenfone-4-selfie-black-32-gb/p/itmexpyeuxahpqum?pid=MOBEWPZFNAVKRMBR&lid=LSTMOBEWPZFNAVKRMBRHDW2XC&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBEWPZFNAVKRMBR.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,46,0.9520028093401481,39,768103,
Asus Zenfone 5 A501CG (Gold  8 GB),Asus,-264282879,Asus Zenfone 5 A501CG ,https://www.flipkart.com,485961544,485961544,485961544,2 GB RAM | 8 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2110 mAh Lithium Battery,Intel Atom Z2560 Processor with Intel Hyper Threading Technology Processor,1 Year for Mobile & 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1248312600,8499,7139,0,29072020,https://www.flipkart.com\/asus-zenfone-5-a501cg-gold-8-gb/p/itmeuydansgfvjtp?pid=MOBDXZ9W7DHYYWEP&lid=LSTMOBDXZ9W7DHYYWEPCKFKLU&marketplace=FLIPKART&srno=b_1_2&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBDXZ9W7DHYYWEP.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,41,0.06001459430885503,40,977245,
Asus Zenfone 2 Laser (Black  16 GB),Asus,-264282879,Asus Zenfone 2 Laser ,https://www.flipkart.com,-1291436558,-1291436558,-1291436558,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,-1739785998,12999,10529,11900,29072020,https://www.flipkart.com\/asus-zenfone-2-laser-black-16-gb/p/itmechh2dphwygaz?pid=MOBE9YR6ZRHZNABP&lid=LSTMOBE9YR6ZRHZNABPCY6LB9&marketplace=FLIPKART&srno=b_1_3&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBE9YR6ZRHZNABP.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,34,0.1110119213002495,11,508404,
Asus Padfone Mini (White  8 GB),Asus,-264282879,Asus Padfone Mini ,https://www.flipkart.com,1652093985,1652093985,1652093985,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,10.16 cm (4 inch) WVGA Display,8MP Rear Camera | 2MP Front Camera,1200 mAh Lithium Battery,Intel Atom Z2560 Processor,1 Year for Mobile & 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1555043013,12999,12089,0,29072020,https://www.flipkart.com\/asus-padfone-mini-white-8-gb/p/itmeuyd9y2z66g3m?pid=MOBEFNFRZNST8WCY&lid=LSTMOBEFNFRZNST8WCYMXS7CX&marketplace=FLIPKART&srno=b_1_4&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBEFNFRZNST8WCY.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,37,0.0049303789600129155,15,276777,
Asus ZenFone Max M1 (Black  64 GB),Asus,-264282879,Asus ZenFone Max M1 ,https://www.flipkart.com,716919310,716919310,716919310,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1581527380,7499,6524,9599,29072020,https://www.flipkart.com\/asus-zenfone-max-m1-black-64-gb/p/itm5d8720dee5452?pid=MOBFRTDMWJQN3ZQZ&lid=LSTMOBFRTDMWJQN3ZQZYRGUBJ&marketplace=FLIPKART&srno=b_1_5&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBFRTDMWJQN3ZQZ.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,34,0.20459224814935095,29,719963,
Asus ZenFone Max M1 (Gold  32 GB),Asus,-264282879,Asus ZenFone Max M1 ,https://www.flipkart.com,-797698925,-797698925,-797698925,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1581527380,6499,5849,9599,29072020,https://www.flipkart.com\/asus-zenfone-max-m1-gold-32-gb/p/itmf9fgsb4e6tz5e?pid=MOBF9FGSZYJFZXJA&lid=LSTMOBF9FGSZYJFZXJA3SCMXG&marketplace=FLIPKART&srno=b_1_6&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBF9FGSZYJFZXJA.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,44,0.9700870222458838,22,315044,
Asus Zenfone Max Pro M1 (Grey  32 GB),Asus,-264282879,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,2013681041,2013681041,2013681041,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,,,Home,Mobiles & Accessories,Mobiles,1173580726,7999,7599,13199,29072020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-grey-32-gb/p/itmf4hg4z55waayn?pid=MOBF3A8UMME3H2BZ&lid=LSTMOBF3A8UMME3H2BZPJPNUD&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=975a39a2-0b70-47e2-9106-a0d1c4271f35.MOBF3A8UMME3H2BZ.SEARCH&ssid=h6ssyg3mvk0000001596019788928,1,1,10,0.08907708491655109,42,241348,
