ItemName,Brand,BrandHash,ProductName,CompanyURL,ItemHash,MPN,UPC,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,Cat_0,Cat_1,Cat_2,ProductHash,Price,Cost,ListPrice,dt,ImageURL,Availability,OnSale,Inventory,Conversion_PCT,UnitsSold,Revenue,feature_6,feature_7
Redmi Note 9 (Scarlet Red  64 GB),Redmi,647709245,Redmi Note 9 ,https://www.flipkart.com,-1166200311,-1166200311,-1166200311,4 GB RAM | 64 GB ROM,16.59 cm (6.53 inch) Display,48MP Rear Camera,5020 mAh Battery,1 year brand warranty,,Home,Mobiles & Accessories,Mobiles,-1936326899,13988,13149,14986,16092020,https://www.flipkart.com\/redmi-note-9-scarlet-red-64-gb/p/itm12201c2ee63e5?pid=MOBFUJE7WGKY7AER&lid=LSTMOBFUJE7WGKY7AER53W5P7&marketplace=FLIPKART&srno=b_1_5&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFUJE7WGKY7AER.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,10,0.8795983901361761,11,375323,,
Redmi Note 9 (Scarlet Red  128 GB),Redmi,647709245,Redmi Note 9 ,https://www.flipkart.com,415577919,415577919,415577919,6 GB RAM | 128 GB ROM,16.59 cm (6.53 inch) Full HD Display,48MP Rear Camera,5020 mAh Battery,1 Year Manufacturer Warranty,,Home,Mobiles & Accessories,Mobiles,-1936326899,16568,15408,0,16092020,https://www.flipkart.com\/redmi-note-9-scarlet-red-128-gb/p/itm12201c2ee63e5?pid=MOBFUNP3DYNG7HX2&lid=LSTMOBFUNP3DYNG7HX2TJUDZX&marketplace=FLIPKART&srno=b_1_6&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFUNP3DYNG7HX2.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,19,0.39281097712802937,37,678386,,
Redmi Note 9 (Scarlet Red  128 GB),Redmi,647709245,Redmi Note 9 ,https://www.flipkart.com,415577919,415577919,415577919,4 GB RAM | 128 GB ROM,16.59 cm (6.53 inch) Display,48MP Rear Camera,5020 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,Home,Mobiles & Accessories,Mobiles,-1936326899,14378,12509,0,16092020,https://www.flipkart.com\/redmi-note-9-scarlet-red-128-gb/p/itm12201c2ee63e5?pid=MOBFV2B5ZWXCGXRJ&lid=LSTMOBFV2B5ZWXCGXRJTWZZTH&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFV2B5ZWXCGXRJ.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,21,0.020835778881527656,42,326775,,
Redmi 8A Dual (Sky White  32 GB),Redmi,647709245,Redmi 8A Dual ,https://www.flipkart.com,-673006388,-673006388,-673006388,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 439 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,Home,Mobiles & Accessories,Mobiles,513419803,8278,7864,8290,16092020,https://www.flipkart.com\/redmi-8a-dual-sky-white-32-gb/p/itmd26b2c6a047cc?pid=MOBFP7YMYFDPZVZJ&lid=LSTMOBFP7YMYFDPZVZJNCBTXE&marketplace=FLIPKART&srno=b_1_8&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFP7YMYFDPZVZJ.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,43,0.008211711517668085,13,390820,,
Redmi 9A (SeaBlue  32 GB),Redmi,647709245,Redmi 9A ,https://www.flipkart.com,379332299,379332299,379332299,2 GB RAM | 32 GB ROM,16.59 cm (6.53 inch) Full HD+ Display,13MP Rear Camera,5000 mAh Battery,1 Year Manufacturer  Warranty,,Home,Mobiles & Accessories,Mobiles,-156179362,8159,7751,0,16092020,https://www.flipkart.com\/redmi-9a-seablue-32-gb/p/itmeabd39a0cd669?pid=MOBFVD9ZGTYR2WGR&lid=LSTMOBFVD9ZGTYR2WGRSCU0EW&marketplace=FLIPKART&srno=b_1_9&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFVD9ZGTYR2WGR.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,21,0.010593743387722898,42,428968,,
Redmi Note 9 (Arctic White  128 GB),Redmi,647709245,Redmi Note 9 ,https://www.flipkart.com,601609091,601609091,601609091,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,48MP Rear Camera,5020 mAh Battery,MediaTek Helio G85 Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,-1936326899,15620,14683,0,16092020,https://www.flipkart.com\/redmi-note-9-arctic-white-128-gb/p/itme9d4da670b8ba?pid=MOBFU3ZFPDTEAHHZ&lid=LSTMOBFU3ZFPDTEAHHZPGI2RB&marketplace=FLIPKART&srno=b_1_10&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFU3ZFPDTEAHHZ.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,23,0.9720675979836227,45,934184,,
Redmi Note 9 (Aqua Green  128 GB),Redmi,647709245,Redmi Note 9 ,https://www.flipkart.com,-667507808,-667507808,-667507808,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,48MP Rear Camera,5020 mAh Battery,MediaTek Helio G85 Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,-1936326899,16468,14657,18999,16092020,https://www.flipkart.com\/redmi-note-9-aqua-green-128-gb/p/itme9d4da670b8ba?pid=MOBFU3ZFTPK4B8N3&lid=LSTMOBFU3ZFTPK4B8N3HFK6PV&marketplace=FLIPKART&srno=b_1_11&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFU3ZFTPK4B8N3.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,47,0.06399628491888154,24,447904,,
Redmi 9 Prime (MatteBlack  128 GB),Redmi,647709245,Redmi 9 Prime ,https://www.flipkart.com,353293203,353293203,353293203,4 GB RAM | 128 GB ROM,16.59 cm (6.53 inch) Full HD+ Display,13MP Rear Camera,5020 mAh Battery,1 Year  manufacturer Warranty,,Home,Mobiles & Accessories,Mobiles,-1877808371,13990,12871,0,16092020,https://www.flipkart.com\/redmi-9-prime-matteblack-128-gb/p/itmeeecf8c150b4f?pid=MOBFUSED4AYBFUVH&lid=LSTMOBFUSED4AYBFUVHIARXFQ&marketplace=FLIPKART&srno=b_1_12&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFUSED4AYBFUVH.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,11,0.4004732134287311,10,999514,,
Redmi Note 9 Pro (Glacier White  64 GB),Redmi,647709245,Redmi Note 9 Pro ,https://www.flipkart.com,-1143945089,-1143945089,-1143945089,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,5020 mAh Battery,Qualcomm® Snapdragon™ 720G Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,Home,Mobiles & Accessories,Mobiles,1831274011,15240,12649,0,16092020,https://www.flipkart.com\/redmi-note-9-pro-glacier-white-64-gb/p/itma84d60532d415?pid=MOBFPZXU9QDDSKNU&lid=LSTMOBFPZXU9QDDSKNUIOF6JV&marketplace=FLIPKART&srno=b_1_13&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFPZXU9QDDSKNU.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,39,0.7845144352055177,35,783767,,
Redmi Note 9 Pro (Interstellar Black  128 GB),Redmi,647709245,Redmi Note 9 Pro ,https://www.flipkart.com,1216561047,1216561047,1216561047,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,5020 mAh Battery,Qualcomm® Snapdragon™ 720G Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,Home,Mobiles & Accessories,Mobiles,1831274011,19759,16005,0,16092020,https://www.flipkart.com\/redmi-note-9-pro-interstellar-black-128-gb/p/itma84d60532d415?pid=MOBFPZXUT5FX9GUH&lid=LSTMOBFPZXUT5FX9GUHNQ9IJV&marketplace=FLIPKART&srno=b_1_14&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFPZXUT5FX9GUH.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,38,0.1386737361498953,27,503094,,
Redmi Note 9 Pro (Glacier White  128 GB),Redmi,647709245,Redmi Note 9 Pro ,https://www.flipkart.com,-900226144,-900226144,-900226144,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,5020 mAh Battery,Qualcomm® Snapdragon™ 720G Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,Home,Mobiles & Accessories,Mobiles,1831274011,17990,16011,0,16092020,https://www.flipkart.com\/redmi-note-9-pro-glacier-white-128-gb/p/itma84d60532d415?pid=MOBFUSGFZDDJHWMG&lid=LSTMOBFUSGFZDDJHWMG2NI6GJ&marketplace=FLIPKART&srno=b_1_15&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFUSGFZDDJHWMG.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,36,0.3753853618188786,21,165589,,
Redmi K20 Pro (Glacier Blue  128 GB),Redmi,647709245,Redmi K20 Pro ,https://www.flipkart.com,-628602877,-628602877,-628602877,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,2134998949,22999,19549,28999,16092020,https://www.flipkart.com\/redmi-k20-pro-glacier-blue-128-gb/p/itmfgfjthe3dyjp3?pid=MOBFG7UYZ7DCKWSR&lid=LSTMOBFG7UYZ7DCKWSRHOQYRI&marketplace=FLIPKART&srno=b_1_16&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFG7UYZ7DCKWSR.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,20,0.1901278657355927,21,859424,,
Redmi Note 8 (Space Black  64 GB),Redmi,647709245,Redmi Note 8 ,https://www.flipkart.com,-922004482,-922004482,-922004482,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,4000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 665 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,Home,Mobiles & Accessories,Mobiles,-375759732,13990,11892,13999,16092020,https://www.flipkart.com\/redmi-note-8-space-black-64-gb/p/itm08591750a9973?pid=MOBFHFFSMVQJYYWY&lid=LSTMOBFHFFSMVQJYYWYGJCFTV&marketplace=FLIPKART&srno=b_1_17&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFHFFSMVQJYYWY.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,17,0.5448643121670226,14,587223,,
Redmi Note 9 (Pebble Grey  128 GB),Redmi,647709245,Redmi Note 9 ,https://www.flipkart.com,-1675340467,-1675340467,-1675340467,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,48MP Rear Camera,5020 mAh Battery,MediaTek Helio G85 Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,-1936326899,16180,14886,18999,16092020,https://www.flipkart.com\/redmi-note-9-pebble-grey-128-gb/p/itm44307b8dd8d32?pid=MOBFU3ZF8QHSCHM4&lid=LSTMOBFU3ZF8QHSCHM4XBKPBI&marketplace=FLIPKART&srno=b_1_18&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFU3ZF8QHSCHM4.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,42,0.9208969115084685,26,185655,,
Redmi Note 8 (Neptune Blue  64 GB),Redmi,647709245,Redmi Note 8 ,https://www.flipkart.com,-1947917901,-1947917901,-1947917901,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,4000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 665 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,Home,Mobiles & Accessories,Mobiles,-375759732,13990,13290,13999,16092020,https://www.flipkart.com\/redmi-note-8-neptune-blue-64-gb/p/itm873f03260c0a7?pid=MOBFHFFSG69TGSXQ&lid=LSTMOBFHFFSG69TGSXQOEE0LT&marketplace=FLIPKART&srno=b_1_19&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFHFFSG69TGSXQ.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,11,0.9216400801726768,30,714402,,
Redmi 9A (Midnight Black  32 GB),Redmi,647709245,Redmi 9A ,https://www.flipkart.com,2096741246,2096741246,2096741246,2 GB RAM | 32 GB ROM,16.59 cm (6.53 inch) Full HD+ Display,13MP Rear Camera,5000 mAh Battery,1 Year  Manufacturer Warranty,,Home,Mobiles & Accessories,Mobiles,-156179362,8208,7633,0,16092020,https://www.flipkart.com\/redmi-9a-midnight-black-32-gb/p/itmeabd39a0cd669?pid=MOBFVDA2RWTCFBHZ&lid=LSTMOBFVDA2RWTCFBHZJV9QUN&marketplace=FLIPKART&srno=b_1_20&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFVDA2RWTCFBHZ.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,45,0.3769579291981122,25,882222,,
Redmi 9A (Nature Green  32 GB),Redmi,647709245,Redmi 9A ,https://www.flipkart.com,910024551,910024551,910024551,2 GB RAM | 32 GB ROM,16.59 cm (6.53 inch) Full HD+ Display,13MP Rear Camera,5000 mAh Battery,1 Year  Manufacturer Warranty,,Home,Mobiles & Accessories,Mobiles,-156179362,8201,7381,0,16092020,https://www.flipkart.com\/redmi-9a-nature-green-32-gb/p/itmeabd39a0cd669?pid=MOBFVDA5QCGNZKH9&lid=LSTMOBFVDA5QCGNZKH9ZKZDMB&marketplace=FLIPKART&srno=b_1_21&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFVDA5QCGNZKH9.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,31,0.9415648372470985,40,775375,,
Redmi 9A (Nature Green  32 GB),Redmi,647709245,Redmi 9A ,https://www.flipkart.com,910024551,910024551,910024551,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,MediaTek Helio G25 Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,-156179362,8836,7511,0,16092020,https://www.flipkart.com\/redmi-9a-nature-green-32-gb/p/itmeabd39a0cd669?pid=MOBFVDAFCKBNXQ7E&lid=LSTMOBFVDAFCKBNXQ7EQ5QATN&marketplace=FLIPKART&srno=b_1_22&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFVDAFCKBNXQ7E.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,40,0.8188514611798596,27,581263,,
Redmi 9A (Sea Blue  32 GB),Redmi,647709245,Redmi 9A ,https://www.flipkart.com,-1750770317,-1750770317,-1750770317,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,MediaTek Helio G25 Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,-156179362,8913,7843,0,16092020,https://www.flipkart.com\/redmi-9a-sea-blue-32-gb/p/itmeabd39a0cd669?pid=MOBFVDAYEWNQNKHH&lid=LSTMOBFVDAYEWNQNKHHMRVKQY&marketplace=FLIPKART&srno=b_1_23&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFVDAYEWNQNKHH.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,36,0.37732154062907985,35,772570,,
Redmi 9A (Midnight Black  32 GB),Redmi,647709245,Redmi 9A ,https://www.flipkart.com,2096741246,2096741246,2096741246,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,MediaTek Helio G25 Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,-156179362,8807,7926,0,16092020,https://www.flipkart.com\/redmi-9a-midnight-black-32-gb/p/itmeabd39a0cd669?pid=MOBFVDAYRH3GYNZT&lid=LSTMOBFVDAYRH3GYNZT6EMNS3&marketplace=FLIPKART&srno=b_1_24&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=468cee54-4b49-473e-bf45-46c4ec37f59b.MOBFVDAYRH3GYNZT.SEARCH&ssid=eos346yvcw0000001600250148786,1,1,20,0.7257736578995132,24,952618,,
Asus Zenfone 2 Laser ZE500KL (Black  16 GB),Asus,1968367506,Asus Zenfone 2 Laser ZE500KL ,https://www.flipkart.com,-388053624,-388053624,-388053624,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2070 mAh Li-Polymer Battery,Qualcomm Snapdragon 410 MSM8916 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-355521881,6990,6081,0,16092020,https://www.flipkart.com\/asus-zenfone-2-laser-ze500kl-black-16-gb/p/itme9j58rmfu8hje?pid=MOBE9J58KGKA8JHX&lid=LSTMOBE9J58KGKA8JHXOL5ZMK&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBE9J58KGKA8JHX.SEARCH&ssid=53kzf5md000000001600250149691,1,1,33,0.6387112092738221,19,401691,,
Asus ROG Phone II (Black  128 GB),Asus,1968367506,Asus ROG Phone II ,https://www.flipkart.com,136888719,136888719,136888719,8 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Full HD+ Display,48MP + 13MP | 24MP Front Camera,6000 mAh Battery,Qualcomm Snapdragon 855 Plus Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-333623074,39999,35599,40999,16092020,https://www.flipkart.com\/asus-rog-phone-ii-black-128-gb/p/itm99be8e028a908?pid=MOBFK5TPW6UFVZGR&lid=LSTMOBFK5TPW6UFVZGRIIBD2S&marketplace=FLIPKART&srno=b_1_2&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBFK5TPW6UFVZGR.SEARCH&ssid=53kzf5md000000001600250149691,1,1,23,0.2615892784974708,24,848754,,
Asus ROG Phone 3 (Black  128 GB),Asus,1968367506,Asus ROG Phone 3 ,https://www.flipkart.com,-1689970500,-1689970500,-1689970500,8 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Full HD+ Display,64MP + 13MP + 5MP | 24MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 865+ (SM8250) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1841636570,49999,44999,55999,16092020,https://www.flipkart.com\/asus-rog-phone-3-black-128-gb/p/itm93ba84fa7cce9?pid=MOBFTHGZEYPWHGHE&lid=LSTMOBFTHGZEYPWHGHE6FE3GU&marketplace=FLIPKART&srno=b_1_3&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBFTHGZEYPWHGHE.SEARCH&ssid=53kzf5md000000001600250149691,1,1,12,0.8408794315898892,47,563558,,
Asus ZenFone Max M2 (Silver  32 GB),Asus,1968367506,Asus ZenFone Max M2 ,https://www.flipkart.com,915062202,915062202,915062202,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-331613678,7999,7119,12999,16092020,https://www.flipkart.com\/asus-zenfone-max-m2-silver-32-gb/p/itmfdwgbbgr6hthg?pid=MOBFDWGBTYRZRHMN&lid=LSTMOBFDWGBTYRZRHMNVJGCJQ&marketplace=FLIPKART&srno=b_1_4&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBFDWGBTYRZRHMN.SEARCH&ssid=53kzf5md000000001600250149691,1,1,38,0.8613079486575187,17,723531,,
Asus ZenFone Max Pro M2 (Blue  64 GB),Asus,1968367506,Asus ZenFone Max Pro M2 ,https://www.flipkart.com,217970030,217970030,217970030,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 660 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-950783223,13999,12599,19999,16092020,https://www.flipkart.com\/asus-zenfone-max-pro-m2-blue-64-gb/p/itmfb22ghffcepfp?pid=MOBFB22GHZCYAHYV&lid=LSTMOBFB22GHZCYAHYVQGPS01&marketplace=FLIPKART&srno=b_1_5&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBFB22GHZCYAHYV.SEARCH&ssid=53kzf5md000000001600250149691,1,1,39,0.21874478170242828,38,716927,,
Asus Zenfone Max Pro M1 (Blue  64 GB),Asus,1968367506,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,1596571656,1596571656,1596571656,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1352589779,11999,9959,17999,16092020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-blue-64-gb/p/itmf7gcrfnyjmuvu?pid=MOBF7GCRDEKRXQZZ&lid=LSTMOBF7GCRDEKRXQZZWXEPUM&marketplace=FLIPKART&srno=b_1_6&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBF7GCRDEKRXQZZ.SEARCH&ssid=53kzf5md000000001600250149691,1,1,40,0.9494942654363729,37,952938,,
Asus Zenfone Max Pro M1 (Blue  64 GB),Asus,1968367506,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,1596571656,1596571656,1596571656,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1352589779,8999,7379,15599,16092020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-blue-64-gb/p/itmf7gcrdmjh97cv?pid=MOBF7GCRGR2S78XN&lid=LSTMOBF7GCRGR2S78XNPDO4YM&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBF7GCRGR2S78XN.SEARCH&ssid=53kzf5md000000001600250149691,1,1,39,0.8633403756716463,16,709396,,
Asus ZenFone Max Pro M2 (Titanium  64 GB),Asus,1968367506,Asus ZenFone Max Pro M2 ,https://www.flipkart.com,-1540554644,-1540554644,-1540554644,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 660 Octa Core Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-950783223,13999,12879,19999,16092020,https://www.flipkart.com\/asus-zenfone-max-pro-m2-titanium-64-gb/p/itmfb22gufkbkhkb?pid=MOBFB22GCS2Z2ZDS&lid=LSTMOBFB22GCS2Z2ZDSKUJVGB&marketplace=FLIPKART&srno=b_1_8&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBFB22GCS2Z2ZDS.SEARCH&ssid=53kzf5md000000001600250149691,1,1,13,0.5651072292405317,49,507411,,
Asus Zenfone 4 Selfie (Black  32 GB),Asus,1968367506,Asus Zenfone 4 Selfie ,https://www.flipkart.com,-2024271551,-2024271551,-2024271551,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Battery,Octa Core Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1797857096,10999,9899,10450,16092020,https://www.flipkart.com\/asus-zenfone-4-selfie-black-32-gb/p/itmexpyeuxahpqum?pid=MOBEWPZFNAVKRMBR&lid=LSTMOBEWPZFNAVKRMBRNVAGSW&marketplace=FLIPKART&srno=b_1_9&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=bc7d22ef-8b47-459f-b4bb-641d05aee35e.MOBEWPZFNAVKRMBR.SEARCH&ssid=53kzf5md000000001600250149691,1,1,14,0.8607500135304371,45,345014,,
