ItemName,Brand,ProductName,CompanyURL,ItemNumber,MPN,UPC,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,Cat_0,Cat_1,Cat_2,ID,Price,Cost,ListPrice,dt,ImageURL,Availability,OnSale,Inventory,Conversion_PCT,UnitsSold,Revenue
Redmi 8A Dual (Sea Blue  32 GB),Redmi,Redmi 8A Dual ,https://www.flipkart.com,-99071700,-99071700,-99071700,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Dual Front Camera,5000 mAh Battery,Snapdragon 439 octa core processor Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,Home,Mobiles & Accessories,Mobiles,-2106628664,8395,6968,0,28072020,https://www.flipkart.com\/redmi-8a-dual-sea-blue-32-gb/p/itmf5568beb3c3a5?pid=MOBFP764TNKZRSB8&lid=LSTMOBFP764TNKZRSB8WYIX5Q&marketplace=FLIPKART&srno=b_1_4&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFP764TNKZRSB8.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,25,0.7680988910429196,14,170943
Redmi 8A Dual (Sky White  32 GB),Redmi,Redmi 8A Dual ,https://www.flipkart.com,1220094760,1220094760,1220094760,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Dual Front Camera,5000 mAh Battery,Snapdragon 439 octa core processor Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,Home,Mobiles & Accessories,Mobiles,-2106628664,8344,6759,0,28072020,https://www.flipkart.com\/redmi-8a-dual-sky-white-32-gb/p/itmf5568beb3c3a5?pid=MOBFP7YMYFDPZVZJ&lid=LSTMOBFP7YMYFDPZVZJWFPEQO&marketplace=FLIPKART&srno=b_1_5&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFP7YMYFDPZVZJ.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,23,0.7466678262534717,44,465048
Redmi 8A Dual (Sea Blue  64 GB),Redmi,Redmi 8A Dual ,https://www.flipkart.com,1290039731,1290039731,1290039731,3 GB RAM | 64 GB ROM,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 439  Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,Home,Mobiles & Accessories,Mobiles,-2106628664,9900,8118,0,28072020,https://www.flipkart.com\/redmi-8a-dual-sea-blue-64-gb/p/itmf5568beb3c3a5?pid=MOBFSWAEMHSGYYZC&lid=LSTMOBFSWAEMHSGYYZCOFFIT2&marketplace=FLIPKART&srno=b_1_6&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFSWAEMHSGYYZC.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,48,0.4023911511109608,13,142411
Redmi 8A Dual (Sky White  64 GB),Redmi,Redmi 8A Dual ,https://www.flipkart.com,-1057145377,-1057145377,-1057145377,3 GB RAM | 64 GB ROM,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 439  Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,Home,Mobiles & Accessories,Mobiles,-2106628664,9950,8856,0,28072020,https://www.flipkart.com\/redmi-8a-dual-sky-white-64-gb/p/itmf5568beb3c3a5?pid=MOBFSWAG5MRQMEXM&lid=LSTMOBFSWAG5MRQMEXMFQPVFQ&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFSWAG5MRQMEXM.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,12,0.9450485371983367,33,840839
Redmi 8A Dual (Midnight Grey  64 GB),Redmi,Redmi 8A Dual ,https://www.flipkart.com,-1729623059,-1729623059,-1729623059,3 GB RAM | 64 GB ROM,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 439  Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,Home,Mobiles & Accessories,Mobiles,-2106628664,9910,8721,0,28072020,https://www.flipkart.com\/redmi-8a-dual-midnight-grey-64-gb/p/itmf5568beb3c3a5?pid=MOBFSWAGSEZK2KUA&lid=LSTMOBFSWAGSEZK2KUAYLIGVH&marketplace=FLIPKART&srno=b_1_8&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFSWAGSEZK2KUA.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,18,0.059504677936835226,20,414712
Redmi 8A Dual (Midnight Grey  32 GB),Redmi,Redmi 8A Dual ,https://www.flipkart.com,606532091,606532091,606532091,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Dual Front Camera,5000 mAh Battery,Snapdragon 439 octa core processor Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,Home,Mobiles & Accessories,Mobiles,-2106628664,8349,7932,8499,28072020,https://www.flipkart.com\/redmi-8a-dual-midnight-grey-32-gb/p/itmf5568beb3c3a5?pid=MOBFP7655HZQ6ZKD&lid=LSTMOBFP7655HZQ6ZKDDKWFH9&marketplace=FLIPKART&srno=b_1_9&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFP7655HZQ6ZKD.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,45,0.9927592330179508,28,706731
Redmi Note 7 Pro (Space Black  128 GB),Redmi,Redmi Note 7 Pro ,https://www.flipkart.com,239573963,239573963,239573963,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 675 Processor,Splash Proof - Protected by P2i,Quick Charge 4.0 Support,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,Home,Mobiles & Accessories,Mobiles,1529318864,17999,15479,0,28072020,https://www.flipkart.com\/redmi-note-7-pro-space-black-128-gb/p/itmfdxz6j7sdhf4c?pid=MOBFDXZ3TFDKZYHU&lid=LSTMOBFDXZ3TFDKZYHUR90D7C&marketplace=FLIPKART&srno=b_1_10&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFDXZ3TFDKZYHU.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,28,0.2106781223871037,22,236509
Mi A3 (More Than White  128 GB),Mi,Mi A3 ,https://www.flipkart.com,156390939,156390939,156390939,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.44 cm (6.08 inch) HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4030 mAh Battery,Qualcomm Snapdragon 665 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-2133522292,17299,14531,0,28072020,https://www.flipkart.com\/mi-a3-more-than-white-128-gb/p/itm2078a43b894ef?pid=MOBFJM4ZUSWWPXPN&lid=LSTMOBFJM4ZUSWWPXPNGAKBMD&marketplace=FLIPKART&srno=b_1_11&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFJM4ZUSWWPXPN.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,35,0.8935241920997684,32,273811
Redmi K20 Pro (Flame Red  128 GB),Redmi,Redmi K20 Pro ,https://www.flipkart.com,1344799773,1344799773,1344799773,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-2092362406,24999,21999,28999,28072020,https://www.flipkart.com\/redmi-k20-pro-flame-red-128-gb/p/itmfg7uysw6gs55a?pid=MOBFG7UYFKHFKBNB&lid=LSTMOBFG7UYFKHFKBNBIBDWWE&marketplace=FLIPKART&srno=b_1_12&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFG7UYFKHFKBNB.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,47,0.178923534302026,40,121848
Redmi K20 Pro (Glacier Blue  128 GB),Redmi,Redmi K20 Pro ,https://www.flipkart.com,-1451064371,-1451064371,-1451064371,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-2092362406,24999,20999,28999,28072020,https://www.flipkart.com\/redmi-k20-pro-glacier-blue-128-gb/p/itmfgfjthe3dyjp3?pid=MOBFG7UYZ7DCKWSR&lid=LSTMOBFG7UYZ7DCKWSRHOQYRI&marketplace=FLIPKART&srno=b_1_13&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFG7UYZ7DCKWSR.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,42,0.053977632177984236,14,188554
Redmi K20 Pro (Pearl White  128 GB),Redmi,Redmi K20 Pro ,https://www.flipkart.com,-224858673,-224858673,-224858673,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-2092362406,24999,23249,28999,28072020,https://www.flipkart.com\/redmi-k20-pro-pearl-white-128-gb/p/itm83312f3173890?pid=MOBFJV2BKJU7EMFW&lid=LSTMOBFJV2BKJU7EMFWKRGTIH&marketplace=FLIPKART&srno=b_1_14&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFJV2BKJU7EMFW.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,27,0.8664818344020748,45,141253
Mi A3 (Not just Blue  128 GB),Mi,Mi A3 ,https://www.flipkart.com,896982277,896982277,896982277,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.44 cm (6.08 inch) HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4030 mAh Battery,Qualcomm Snapdragon 665 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-2133522292,17390,16520,0,28072020,https://www.flipkart.com\/mi-a3-not-just-blue-128-gb/p/itmc04ef1e3e575e?pid=MOBFJM4ZETXGY6FD&lid=LSTMOBFJM4ZETXGY6FDSPKIIF&marketplace=FLIPKART&srno=b_1_15&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFJM4ZETXGY6FD.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,32,0.3010937401521505,16,939637
Redmi K20 Pro (Carbon Black  128 GB),Redmi,Redmi K20 Pro ,https://www.flipkart.com,1654029985,1654029985,1654029985,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-2092362406,24999,23499,28999,28072020,https://www.flipkart.com\/redmi-k20-pro-carbon-black-128-gb/p/itmfgfjtdjkzgyyr?pid=MOBFG7UYMCBRSQZ8&lid=LSTMOBFG7UYMCBRSQZ8VPP2VS&marketplace=FLIPKART&srno=b_1_16&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFG7UYMCBRSQZ8.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,10,0.9334341851618821,34,143546
Redmi K20 Pro (Carbon Black  256 GB),Redmi,Redmi K20 Pro ,https://www.flipkart.com,1973741634,1973741634,1973741634,8 GB RAM | 256 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-2092362406,29999,25799,31999,28072020,https://www.flipkart.com\/redmi-k20-pro-carbon-black-256-gb/p/itmfgfjtrnmbbyqx?pid=MOBFG7UYUPCPYZMV&lid=LSTMOBFG7UYUPCPYZMVQFWREI&marketplace=FLIPKART&srno=b_1_17&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFG7UYUPCPYZMV.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,23,0.9122795795899097,35,769378
Redmi Note 6 Pro (Rose Gold  64 GB),Redmi,Redmi Note 6 Pro ,https://www.flipkart.com,-180488345,-180488345,-180488345,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 20MP + 2MP Dual Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 636 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,1690436235,15990,13751,0,28072020,https://www.flipkart.com\/redmi-note-6-pro-rose-gold-64-gb/p/itmfayzxpt5vg2pw?pid=MOBFAJB4G4WJWGC3&lid=LSTMOBFAJB4G4WJWGC3ZPN7WA&marketplace=FLIPKART&srno=b_1_18&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFAJB4G4WJWGC3.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,20,0.9571942281334556,29,581272
Mi A3 (Kind of Grey  128 GB),Mi,Mi A3 ,https://www.flipkart.com,-1696441967,-1696441967,-1696441967,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.44 cm (6.08 inch) HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4030 mAh Battery,Qualcomm Snapdragon 665 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-2133522292,17476,16253,17499,28072020,https://www.flipkart.com\/mi-a3-kind-grey-128-gb/p/itm1389be24ba505?pid=MOBFJM4UFYDUVCFU&lid=LSTMOBFJM4UFYDUVCFUJYCWVW&marketplace=FLIPKART&srno=b_1_19&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFJM4UFYDUVCFU.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,13,0.7470219115665313,35,678216
Redmi K20 (Carbon Black  64 GB),Redmi,Redmi K20 ,https://www.flipkart.com,-1999628644,-1999628644,-1999628644,6 GB RAM | 64 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 730 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-83966170,21999,18699,22999,28072020,https://www.flipkart.com\/redmi-k20-carbon-black-64-gb/p/itmfgfjtkpnd64gb?pid=MOBFG7UYRCCTB7BA&lid=LSTMOBFG7UYRCCTB7BAYTKRNO&marketplace=FLIPKART&srno=b_1_20&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFG7UYRCCTB7BA.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,37,0.9620516481435543,29,972392
Redmi Note 6 Pro (Red  64 GB),Redmi,Redmi Note 6 Pro ,https://www.flipkart.com,-2066301822,-2066301822,-2066301822,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 20MP + 2MP Dual Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 636 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,1690436235,15989,14870,0,28072020,https://www.flipkart.com\/redmi-note-6-pro-red-64-gb/p/itmfb2fbghwznj5d?pid=MOBFAJB4RHKJHDJD&lid=LSTMOBFAJB4RHKJHDJDSSFU97&marketplace=FLIPKART&srno=b_1_21&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFAJB4RHKJHDJD.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,31,0.7288012775568404,31,529243
Redmi K20 Pro (Flame Red  256 GB),Redmi,Redmi K20 Pro ,https://www.flipkart.com,-1159260120,-1159260120,-1159260120,8 GB RAM | 256 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-2092362406,29999,26099,31999,28072020,https://www.flipkart.com\/redmi-k20-pro-flame-red-256-gb/p/itmfgfjtgjudw6bh?pid=MOBFG7UYYGYVRM6Z&lid=LSTMOBFG7UYYGYVRM6ZTHQNVH&marketplace=FLIPKART&srno=b_1_22&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFG7UYYGYVRM6Z.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,25,0.18197857295057385,32,918382
Redmi Note 6 Pro (Red  64 GB),Redmi,Redmi Note 6 Pro ,https://www.flipkart.com,-2066301822,-2066301822,-2066301822,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 20MP + 2MP Dual Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 636 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,1690436235,14990,13941,0,28072020,https://www.flipkart.com\/redmi-note-6-pro-red-64-gb/p/itmfb2fbgfzgf5cs?pid=MOBFAJB4DZJRGMGV&lid=LSTMOBFAJB4DZJRGMGV2XI12L&marketplace=FLIPKART&srno=b_1_23&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFAJB4DZJRGMGV.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,22,0.8479279254230304,38,513161
Mi 10 (Coral Green  256 GB),Mi,Mi 10 ,https://www.flipkart.com,114689901,114689901,114689901,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera | 20MP Front Camera,4780 mAh Battery,Qualcomm Spectra 480 ISP Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,Home,Mobiles & Accessories,Mobiles,-600863799,50899,42755,54999,28072020,https://www.flipkart.com\/mi-10-coral-green-256-gb/p/itm63f68fab40d26?pid=MOBFRXYADQEXBCKB&lid=LSTMOBFRXYADQEXBCKB4Q1GV2&marketplace=FLIPKART&srno=b_1_24&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=a0dd2dc8-af64-4701-9e80-bc65fd81d439.MOBFRXYADQEXBCKB.SEARCH&ssid=t0pyn1adg00000001595956513686,1,1,10,0.6769354741709823,46,526780
Asus Zenfone 4 Selfie (Black  32 GB),Asus,Asus Zenfone 4 Selfie ,https://www.flipkart.com,-717045659,-717045659,-717045659,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Battery,Octa Core Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1191469210,10990,9232,0,28072020,https://www.flipkart.com\/asus-zenfone-4-selfie-black-32-gb/p/itmexpyeuxahpqum?pid=MOBEWPZFNAVKRMBR&lid=LSTMOBEWPZFNAVKRMBRHDW2XC&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBEWPZFNAVKRMBR.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,43,0.4827664985398994,10,819895
Asus Zenfone 5 A501CG (Gold  8 GB),Asus,Asus Zenfone 5 A501CG ,https://www.flipkart.com,-1174699125,-1174699125,-1174699125,2 GB RAM | 8 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2110 mAh Lithium Battery,Intel Atom Z2560 Processor with Intel Hyper Threading Technology Processor,1 Year for Mobile & 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,1831106898,8499,7054,0,28072020,https://www.flipkart.com\/asus-zenfone-5-a501cg-gold-8-gb/p/itmeuydansgfvjtp?pid=MOBDXZ9W7DHYYWEP&lid=LSTMOBDXZ9W7DHYYWEPCKFKLU&marketplace=FLIPKART&srno=b_1_2&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBDXZ9W7DHYYWEP.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,39,0.3995176259205443,41,355608
Asus Zenfone 2 Laser (Black  16 GB),Asus,Asus Zenfone 2 Laser ,https://www.flipkart.com,363137105,363137105,363137105,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1837094603,12999,12219,12900,28072020,https://www.flipkart.com\/asus-zenfone-2-laser-black-16-gb/p/itmechh2dphwygaz?pid=MOBE9YR6ZRHZNABP&lid=LSTMOBE9YR6ZRHZNABPCY6LB9&marketplace=FLIPKART&srno=b_1_3&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBE9YR6ZRHZNABP.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,11,0.8408079075190162,32,373384
Asus Padfone Mini (White  8 GB),Asus,Asus Padfone Mini ,https://www.flipkart.com,-121696800,-121696800,-121696800,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,10.16 cm (4 inch) WVGA Display,8MP Rear Camera | 2MP Front Camera,1200 mAh Lithium Battery,Intel Atom Z2560 Processor,1 Year for Mobile & 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-158782502,12999,10789,0,28072020,https://www.flipkart.com\/asus-padfone-mini-white-8-gb/p/itmeuyd9y2z66g3m?pid=MOBEFNFRZNST8WCY&lid=LSTMOBEFNFRZNST8WCYMXS7CX&marketplace=FLIPKART&srno=b_1_4&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBEFNFRZNST8WCY.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,10,0.2440832103477243,39,519383
Asus ZenFone Max M1 (Black  64 GB),Asus,Asus ZenFone Max M1 ,https://www.flipkart.com,111947120,111947120,111947120,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,218119375,7499,6674,9599,28072020,https://www.flipkart.com\/asus-zenfone-max-m1-black-64-gb/p/itm5d8720dee5452?pid=MOBFRTDMWJQN3ZQZ&lid=LSTMOBFRTDMWJQN3ZQZYRGUBJ&marketplace=FLIPKART&srno=b_1_5&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBFRTDMWJQN3ZQZ.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,42,0.1278446994902913,14,724502
Asus ZenFone Max M1 (Gold  32 GB),Asus,Asus ZenFone Max M1 ,https://www.flipkart.com,-399521399,-399521399,-399521399,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,218119375,6499,6044,9599,28072020,https://www.flipkart.com\/asus-zenfone-max-m1-gold-32-gb/p/itmf9fgsb4e6tz5e?pid=MOBF9FGSZYJFZXJA&lid=LSTMOBF9FGSZYJFZXJA3SCMXG&marketplace=FLIPKART&srno=b_1_6&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBF9FGSZYJFZXJA.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,48,0.25972943949363947,32,973526
Asus Zenfone Max Pro M1 (Black  64 GB),Asus,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,988676148,988676148,988676148,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,,,,Home,Mobiles & Accessories,Mobiles,-1522923989,11999,10559,17999,28072020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-black-64-gb/p/itmf79gxwfs6yt8m?pid=MOBF4UQ9NSFFMH7Z&lid=LSTMOBF4UQ9NSFFMH7ZYQWLHK&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=fc1f6649-e12d-40ce-8099-fd1ca2140a0e.MOBF4UQ9NSFFMH7Z.SEARCH&ssid=mlda1c54xs0000001595956515362,1,1,29,0.3136760557562145,27,849227
