ItemName,Brand,BrandHash,ProductName,CompanyURL,ItemHash,MPN,UPC,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,Cat_0,Cat_1,Cat_2,ProductHash,Price,Cost,ListPrice,dt,ImageURL,Availability,OnSale,Inventory,Conversion_PCT,UnitsSold,Revenue,feature_6,feature_7,feature_8
Redmi 8A Dual (Sea Blue  32 GB),Redmi,-406286492,Redmi 8A Dual ,https://www.flipkart.com,-916514863,-916514863,-916514863,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Dual Front Camera,5000 mAh Battery,Snapdragon 439 octa core processor Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,-1694751701,8009,6728,0,14082020,https://www.flipkart.com\/redmi-8a-dual-sea-blue-32-gb/p/itmf5568beb3c3a5?pid=MOBFP764TNKZRSB8&lid=LSTMOBFP764TNKZRSB8WYIX5Q&marketplace=FLIPKART&srno=b_1_4&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFP764TNKZRSB8.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,39,0.12339746620332681,49,154856,,,
Redmi K20 Pro (Glacier Blue  128 GB),Redmi,-406286492,Redmi K20 Pro ,https://www.flipkart.com,1523532626,1523532626,1523532626,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-77559699,22999,21849,28999,14082020,https://www.flipkart.com\/redmi-k20-pro-glacier-blue-128-gb/p/itmfgfjthe3dyjp3?pid=MOBFG7UYZ7DCKWSR&lid=LSTMOBFG7UYZ7DCKWSRHOQYRI&marketplace=FLIPKART&srno=b_1_5&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFG7UYZ7DCKWSR.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,30,0.5295972756650588,11,113564,,,
Redmi K20 Pro (Flame Red  128 GB),Redmi,-406286492,Redmi K20 Pro ,https://www.flipkart.com,302882744,302882744,302882744,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-77559699,22999,20469,28999,14082020,https://www.flipkart.com\/redmi-k20-pro-flame-red-128-gb/p/itmfg7uysw6gs55a?pid=MOBFG7UYFKHFKBNB&lid=LSTMOBFG7UYFKHFKBNBIBDWWE&marketplace=FLIPKART&srno=b_1_6&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFG7UYFKHFKBNB.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,32,0.265834577406477,37,225663,,,
Redmi Note 9 (Aqua Green  128 GB),Redmi,-406286492,Redmi Note 9 ,https://www.flipkart.com,23676317,23676317,23676317,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,48MP Rear Camera,5020 mAh Battery,MediaTek Helio G85 Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,-16396098,16499,13364,0,14082020,https://www.flipkart.com\/redmi-note-9-aqua-green-128-gb/p/itm12201c2ee63e5?pid=MOBFU3ZFY6FGK4ZU&lid=LSTMOBFU3ZFY6FGK4ZUFYTKU6&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFU3ZFY6FGK4ZU.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,36,0.09487924532660474,29,447009,,,
Redmi K20 Pro (Carbon Black  128 GB),Redmi,-406286492,Redmi K20 Pro ,https://www.flipkart.com,1868548326,1868548326,1868548326,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-77559699,22999,18629,28999,14082020,https://www.flipkart.com\/redmi-k20-pro-carbon-black-128-gb/p/itmfgfjtdjkzgyyr?pid=MOBFG7UYMCBRSQZ8&lid=LSTMOBFG7UYMCBRSQZ8VPP2VS&marketplace=FLIPKART&srno=b_1_8&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFG7UYMCBRSQZ8.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,49,0.8417227976312202,19,740581,,,
Redmi Note 8 (Space Black  128 GB),Redmi,-406286492,Redmi Note 8 ,https://www.flipkart.com,599699394,599699394,599699394,6 GB RAM | 128 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP | 13MP Front Camera,4000 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,Home,Mobiles & Accessories,Mobiles,165624726,15999,13599,0,14082020,https://www.flipkart.com\/redmi-note-8-space-black-128-gb/p/itm16c6c50702ff1?pid=MOBFHHQRQF2A4PS2&lid=LSTMOBFHHQRQF2A4PS2WR9V4N&marketplace=FLIPKART&srno=b_1_9&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFHHQRQF2A4PS2.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,26,0.6217727692570634,35,452294,,,
Redmi 8A Dual (Midnight Grey  32 GB),Redmi,-406286492,Redmi 8A Dual ,https://www.flipkart.com,1448767264,1448767264,1448767264,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Dual Front Camera,5000 mAh Battery,Snapdragon 439 octa core processor Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,-1694751701,8198,7214,8499,14082020,https://www.flipkart.com\/redmi-8a-dual-midnight-grey-32-gb/p/itmf5568beb3c3a5?pid=MOBFP7655HZQ6ZKD&lid=LSTMOBFP7655HZQ6ZKDE0FD5R&marketplace=FLIPKART&srno=b_1_10&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFP7655HZQ6ZKD.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,22,0.11776681155281599,41,152027,,,
Redmi 8A Dual (Sea Blue  64 GB),Redmi,-406286492,Redmi 8A Dual ,https://www.flipkart.com,568251495,568251495,568251495,3 GB RAM | 64 GB ROM,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 439  Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,-1694751701,9349,7573,9999,14082020,https://www.flipkart.com\/redmi-8a-dual-sea-blue-64-gb/p/itmf5568beb3c3a5?pid=MOBFSWAEMHSGYYZC&lid=LSTMOBFSWAEMHSGYYZCNPVK1U&marketplace=FLIPKART&srno=b_1_11&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFSWAEMHSGYYZC.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,32,0.036192251877926074,41,841368,,,
Redmi K20 Pro (Pearl White  128 GB),Redmi,-406286492,Redmi K20 Pro ,https://www.flipkart.com,573832517,573832517,573832517,6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-77559699,22999,21389,28999,14082020,https://www.flipkart.com\/redmi-k20-pro-pearl-white-128-gb/p/itm83312f3173890?pid=MOBFJV2BKJU7EMFW&lid=LSTMOBFJV2BKJU7EMFWKRGTIH&marketplace=FLIPKART&srno=b_1_12&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFJV2BKJU7EMFW.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,33,0.6728132186179075,16,211797,,,
Redmi Note 8 (Space Black  64 GB),Redmi,-406286492,Redmi Note 8 ,https://www.flipkart.com,-1046371852,-1046371852,-1046371852,4 GB RAM | 64 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP | 13MP Front Camera,4000 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,Home,Mobiles & Accessories,Mobiles,165624726,13999,12599,0,14082020,https://www.flipkart.com\/redmi-note-8-space-black-64-gb/p/itm16c6c50702ff1?pid=MOBFHFFSMVQJYYWY&lid=LSTMOBFHFFSMVQJYYWYGJCFTV&marketplace=FLIPKART&srno=b_1_13&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFHFFSMVQJYYWY.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,25,0.39814311633730515,37,200216,,,
Redmi 8A Dual (Sky White  32 GB),Redmi,-406286492,Redmi 8A Dual ,https://www.flipkart.com,1247083625,1247083625,1247083625,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Dual Front Camera,5000 mAh Battery,Snapdragon 439 octa core processor Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,-1694751701,7989,7430,8499,14082020,https://www.flipkart.com\/redmi-8a-dual-sky-white-32-gb/p/itmf5568beb3c3a5?pid=MOBFP7YMYFDPZVZJ&lid=LSTMOBFP7YMYFDPZVZJJFXLAC&marketplace=FLIPKART&srno=b_1_14&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFP7YMYFDPZVZJ.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,33,0.6922522158608986,35,773810,,,
Redmi 8A Dual (Sky White  64 GB),Redmi,-406286492,Redmi 8A Dual ,https://www.flipkart.com,317377807,317377807,317377807,3 GB RAM | 64 GB ROM,15.8 cm (6.22 inch) Full HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 439  Processor,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,Home,Mobiles & Accessories,Mobiles,-1694751701,9340,8499,9999,14082020,https://www.flipkart.com\/redmi-8a-dual-sky-white-64-gb/p/itmf5568beb3c3a5?pid=MOBFSWAG5MRQMEXM&lid=LSTMOBFSWAG5MRQMEXMUMEHTG&marketplace=FLIPKART&srno=b_1_15&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFSWAG5MRQMEXM.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,37,0.5068086508279576,28,166949,,,
Redmi Note 6 Pro (Black  64 GB),Redmi,-406286492,Redmi Note 6 Pro ,https://www.flipkart.com,156470424,156470424,156470424,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 20MP + 2MP Dual Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 636 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1111152099,16999,14619,0,14082020,https://www.flipkart.com\/redmi-note-6-pro-black-64-gb/p/itmfayzxzu8u3rck?pid=MOBFAJB4BWVA2EXB&lid=LSTMOBFAJB4BWVA2EXBLA7240&marketplace=FLIPKART&srno=b_1_16&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFAJB4BWVA2EXB.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,29,0.34542763738383264,42,992200,,,
Redmi K20 Pro (Carbon Black  256 GB),Redmi,-406286492,Redmi K20 Pro ,https://www.flipkart.com,-232205628,-232205628,-232205628,8 GB RAM | 256 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-77559699,29999,26399,31999,14082020,https://www.flipkart.com\/redmi-k20-pro-carbon-black-256-gb/p/itmfgfjtrnmbbyqx?pid=MOBFG7UYUPCPYZMV&lid=LSTMOBFG7UYUPCPYZMVQFWREI&marketplace=FLIPKART&srno=b_1_17&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFG7UYUPCPYZMV.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,18,0.4774619770210259,45,367286,,,
Redmi Note 7 Pro (Space Black  128 GB),Redmi,-406286492,Redmi Note 7 Pro ,https://www.flipkart.com,771860598,771860598,771860598,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 675 Processor,Splash Proof - Protected by P2i,Home,Mobiles & Accessories,Mobiles,345955683,16899,15547,17999,14082020,https://www.flipkart.com\/redmi-note-7-pro-space-black-128-gb/p/itmfdxz6j7sdhf4c?pid=MOBFDXZ3TFDKZYHU&lid=LSTMOBFDXZ3TFDKZYHUR90D7C&marketplace=FLIPKART&srno=b_1_18&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFDXZ3TFDKZYHU.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,20,0.6028772383791143,14,442038,Quick Charge 4.0 Support,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,
Redmi Y3 (Elegant Blue  64 GB),Redmi,-406286492,Redmi Y3 ,https://www.flipkart.com,1933268046,1933268046,1933268046,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.9 cm (6.26 inch) HD+ Display,12MP + 2MP | 32MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,Home,Mobiles & Accessories,Mobiles,-204729747,12894,11218,0,14082020,https://www.flipkart.com\/redmi-y3-elegant-blue-64-gb/p/itmfhjdfnedmrgaz?pid=MOBFFWJWYHFQSHM6&lid=LSTMOBFFWJWYHFQSHM6Q9F591&marketplace=FLIPKART&srno=b_1_19&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFFWJWYHFQSHM6.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,48,0.9579107589233679,48,402940,,,
Redmi Y2 (Dark Grey  64 GB),Redmi,-406286492,Redmi Y2 ,https://www.flipkart.com,-863860795,-863860795,-863860795,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) HD+ Display,12MP + 5MP | 16MP Front Camera,3080 mAh Li Polymer Battery,Qualcomm Snapdragon 625 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1016164975,11650,10252,11990,14082020,https://www.flipkart.com\/redmi-y2-dark-grey-64-gb/p/itmfdkcmeqtyjsdk?pid=MOBF7XVRAGRUBCMC&lid=LSTMOBF7XVRAGRUBCMCILBKPL&marketplace=FLIPKART&srno=b_1_20&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBF7XVRAGRUBCMC.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,36,0.9611555694824689,36,749928,,,
Redmi Note 6 Pro (Rose Gold  64 GB),Redmi,-406286492,Redmi Note 6 Pro ,https://www.flipkart.com,-2044212575,-2044212575,-2044212575,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 20MP + 2MP Dual Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 636 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1111152099,14915,12827,0,14082020,https://www.flipkart.com\/redmi-note-6-pro-rose-gold-64-gb/p/itmadbd624f136eb?pid=MOBFAJB4FCW5FQZH&lid=LSTMOBFAJB4FCW5FQZHDJOEEJ&marketplace=FLIPKART&srno=b_1_21&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFAJB4FCW5FQZH.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,45,0.06712095887309821,18,389739,,,
Redmi Y2 (Gold  64 GB),Redmi,-406286492,Redmi Y2 ,https://www.flipkart.com,1527037980,1527037980,1527037980,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) HD+ Display,12MP + 5MP | 16MP Front Camera,3080 mAh Li Polymer Battery,Qualcomm Snapdragon 625 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1016164975,11850,10784,0,14082020,https://www.flipkart.com\/redmi-y2-gold-64-gb/p/itmfdkcmzchdrf3m?pid=MOBF7Y2DKUBEDUWH&lid=LSTMOBF7Y2DKUBEDUWH5UHH4U&marketplace=FLIPKART&srno=b_1_22&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBF7Y2DKUBEDUWH.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,35,0.029125760057151062,38,570199,,,
Redmi Y3 (Prime Black  32 GB),Redmi,-406286492,Redmi Y3 ,https://www.flipkart.com,-305268819,-305268819,-305268819,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.9 cm (6.26 inch) HD+ Display,12MP + 2MP | 32MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,Home,Mobiles & Accessories,Mobiles,-204729747,11698,9475,0,14082020,https://www.flipkart.com\/redmi-y3-prime-black-32-gb/p/itmfhjdfnedmrgaz?pid=MOBFFWJW9JH4GWWF&lid=LSTMOBFFWJW9JH4GWWF96PGFN&marketplace=FLIPKART&srno=b_1_23&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBFFWJW9JH4GWWF.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,27,0.9904510933606383,32,523515,,,
Redmi Note 5 Pro (Gold  64 GB),Redmi,-406286492,Redmi Note 5 Pro ,https://www.flipkart.com,-1772081148,-1772081148,-1772081148,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP + 5MP | 20MP Front Camera,4000 mAh Li Polymer Battery,Qualcomm Snapdragon 636 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1184628036,12999,10789,14999,14082020,https://www.flipkart.com\/redmi-note-5-pro-gold-64-gb/p/itmf2fc3txmqwdkb?pid=MOBF28FTHZYYGXFY&lid=LSTMOBF28FTHZYYGXFYWCJUUS&marketplace=FLIPKART&srno=b_1_24&otracker=nmenu_sub_Electronics_0_Mi&fm=organic&iid=e0865de3-84e0-4413-beff-d2868a0c0a62.MOBF28FTHZYYGXFY.SEARCH&ssid=ix6lqyhks00000001597381649041,1,1,35,0.9934411129208541,23,706723,,,
Asus Zenfone 2 Laser ZE500KL (Black  16 GB),Asus,508774799,Asus Zenfone 2 Laser ZE500KL ,https://www.flipkart.com,-1611672851,-1611672851,-1611672851,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2070 mAh Li-Polymer Battery,Qualcomm Snapdragon 410 MSM8916 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,-1692999028,9999,8699,0,14082020,https://www.flipkart.com\/asus-zenfone-2-laser-ze500kl-black-16-gb/p/itme9j58rmfu8hje?pid=MOBE9J58KGKA8JHX&lid=LSTMOBE9J58KGKA8JHXI2EQUD&marketplace=FLIPKART&srno=b_1_1&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=9f12e7a4-f25b-4357-ac51-e9d8caee24ea.MOBE9J58KGKA8JHX.SEARCH&ssid=s4a4m3tdhs0000001597381649819,1,1,40,0.03313159042682867,11,457209,,,
Asus Zenfone 3 Laser (Silver  32 GB),Asus,508774799,Asus Zenfone 3 Laser ,https://www.flipkart.com,1433452067,1433452067,1433452067,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 430 64-bit Octa Core 1.4GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,593517672,19999,17399,0,14082020,https://www.flipkart.com\/asus-zenfone-3-laser-silver-32-gb/p/itmehctfzhfjwc6v?pid=MOBEHCTFPH8UTTGH&lid=LSTMOBEHCTFPH8UTTGHBCJLZQ&marketplace=FLIPKART&srno=b_1_2&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=9f12e7a4-f25b-4357-ac51-e9d8caee24ea.MOBEHCTFPH8UTTGH.SEARCH&ssid=s4a4m3tdhs0000001597381649819,1,1,40,0.8641848400057549,39,160005,,,
Asus Zenfone 5 A501CG (Gold  8 GB),Asus,508774799,Asus Zenfone 5 A501CG ,https://www.flipkart.com,-1613001369,-1613001369,-1613001369,2 GB RAM | 8 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2110 mAh Lithium Battery,Intel Atom Z2560 Processor with Intel Hyper Threading Technology Processor,1 Year for Mobile & 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,893597326,8499,7564,0,14082020,https://www.flipkart.com\/asus-zenfone-5-a501cg-gold-8-gb/p/itmeuydansgfvjtp?pid=MOBDXZ9W7DHYYWEP&lid=LSTMOBDXZ9W7DHYYWEPCKFKLU&marketplace=FLIPKART&srno=b_1_3&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=9f12e7a4-f25b-4357-ac51-e9d8caee24ea.MOBDXZ9W7DHYYWEP.SEARCH&ssid=s4a4m3tdhs0000001597381649819,1,1,30,0.1594758368576057,21,793170,,,
Asus Padfone Mini (White  8 GB),Asus,508774799,Asus Padfone Mini ,https://www.flipkart.com,-23832407,-23832407,-23832407,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,10.16 cm (4 inch) WVGA Display,8MP Rear Camera | 2MP Front Camera,1200 mAh Lithium Battery,Intel Atom Z2560 Processor,1 Year for Mobile & 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1745408955,12999,10919,0,14082020,https://www.flipkart.com\/asus-padfone-mini-white-8-gb/p/itmeuyd9y2z66g3m?pid=MOBEFNFRZNST8WCY&lid=LSTMOBEFNFRZNST8WCYMXS7CX&marketplace=FLIPKART&srno=b_1_4&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=9f12e7a4-f25b-4357-ac51-e9d8caee24ea.MOBEFNFRZNST8WCY.SEARCH&ssid=s4a4m3tdhs0000001597381649819,1,1,36,0.3448926541811975,21,634914,,,
Asus ROG Phone 3 (Black  128 GB),Asus,508774799,Asus ROG Phone 3 ,https://www.flipkart.com,-14193054,-14193054,-14193054,8 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Full HD+ Display,64MP + 13MP + 5MP | 24MP Front Camera,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 865+ (SM8250) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1617357587,49999,40499,55999,14082020,https://www.flipkart.com\/asus-rog-phone-3-black-128-gb/p/itm93ba84fa7cce9?pid=MOBFTHGZEYPWHGHE&lid=LSTMOBFTHGZEYPWHGHE6FE3GU&marketplace=FLIPKART&srno=b_1_5&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=9f12e7a4-f25b-4357-ac51-e9d8caee24ea.MOBFTHGZEYPWHGHE.SEARCH&ssid=s4a4m3tdhs0000001597381649819,1,1,39,0.015190312249961035,18,386007,,,
Asus ZenFone Max M1 (Black  64 GB),Asus,508774799,Asus ZenFone Max M1 ,https://www.flipkart.com,659720253,659720253,659720253,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,1446318584,7499,6149,9599,14082020,https://www.flipkart.com\/asus-zenfone-max-m1-black-64-gb/p/itm5d8720dee5452?pid=MOBFRTDMWJQN3ZQZ&lid=LSTMOBFRTDMWJQN3ZQZYRGUBJ&marketplace=FLIPKART&srno=b_1_6&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=9f12e7a4-f25b-4357-ac51-e9d8caee24ea.MOBFRTDMWJQN3ZQZ.SEARCH&ssid=s4a4m3tdhs0000001597381649819,1,1,39,0.8031049016005939,27,201658,,,
Asus Zenfone Max Pro M1 (Blue  64 GB),Asus,508774799,Asus Zenfone Max Pro M1 ,https://www.flipkart.com,524470410,524470410,524470410,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,Home,Mobiles & Accessories,Mobiles,535993810,8999,8189,15599,14082020,https://www.flipkart.com\/asus-zenfone-max-pro-m1-blue-64-gb/p/itmf7gcrdmjh97cv?pid=MOBF7GCRGR2S78XN&lid=LSTMOBF7GCRGR2S78XNPDO4YM&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Electronics_0_Asus&fm=organic&iid=9f12e7a4-f25b-4357-ac51-e9d8caee24ea.MOBF7GCRGR2S78XN.SEARCH&ssid=s4a4m3tdhs0000001597381649819,1,1,31,0.2857119777729321,10,459811,,,
